Last Disposition Date (date of issuance of vacate),Last Disposition Year,House Number,Street Name,Borough Name,ZIP Code,Block,Lot,Complaint  Category Description,Last Disposition Code Description
10/9/2020,2020,93-36, 123 STREET,Queens,11419,9439,27,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
10/9/2020,2020,211-33,99 AVENUE,Queens,11429,10836,108,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/10/2020,2020,15,MURRAY HULBERT AVENUE,Staten Island,10301,487,100,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
10/13/2020,2020,1412,COLLEGE AVENUE,Bronx,10456,2784,3,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
10/13/2020,2020,4515,PARK AVENUE,Bronx,10457,3030,165,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/13/2020,2020,91A,MALCOLM X BOULEVARD,Brooklyn,11221,1622,8,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/13/2020,2020,74-38,88 AVENUE,Queens,11421,8896,18,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/14/2020,2020,1776,NOSTRAND AVENUE,Brooklyn,11226,5195,18,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
10/15/2020,2020,26,MAPLE COURT,Queens,11691,15803,36,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
10/16/2020,2020,1372,PROSPECT AVENUE,Bronx,10459,2971,6,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/16/2020,2020,162-19,59 AVENUE,Queens,11365,6729,1,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/16/2020,2020,117,LINDBERGH AVENUE,Staten Island,10306,4246,45,CERTIFICATE OF OCCUPANCY - NONE/ILLEGAL/CONTRARY TO CO,PARTIAL VACATE ORDER ISSUED                                              P
10/17/2020,2020,3232,FULTON STREET,Brooklyn,11208,4141,22,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
10/20/2020,2020,2053,FULTON STREET,Brooklyn,11233,1541,3,SPECIAL OPERATIONS COMPLIANCE INSPECTION,PARTIAL VACATE ORDER ISSUED                                              P
10/20/2020,2020,50-50,41 STREET,Queens,11104,208,58,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/20/2020,2020,64-62,232 STREET,Queens,11364,7666,36,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/21/2020,2020,2801,ST THERESA AVENUE,Bronx,10461,4230,1,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/21/2020,2020,349,  21 STREET,Brooklyn,11215,892,52,UNLICENSED/ILLEGAL/IMPROPER WORK IN PROGRESS,FULL VACATE ORDER ISSUED                                                 F
10/22/2020,2020,1057,RUTLAND ROAD,Brooklyn,11212,4598,48,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/22/2020,2020,116-42,228 STREET,Queens,11411,11328,58,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/22/2020,2020,115-03, 174 STREET,Queens,11434,12405,71,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/23/2020,2020,2028,EAST    9 STREET,Brooklyn,11223,7111,18,ENFORCEMENT WORK ORDER (DOB),FULL VACATE ORDER ISSUED                                                 F
10/28/2020,2020,1200,EAST 95 STREET,Brooklyn,11236,8202,64,ILLEGAL HOTEL ROOMS IN RESIDENTIAL BUILDINGS,PARTIAL VACATE ORDER ISSUED                                              P
10/28/2020,2020,124-09,107 AVENUE,Queens,11419,9578,51,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/28/2020,2020,100-49,205 PLACE,Queens,11423,10873,40,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
10/28/2020,2020,164-28,ODONNELL ROAD,Queens,11433,12320,92,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/29/2020,2020,4025,GUNTHER AVENUE,Bronx,10466,4975,27,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
10/29/2020,2020,21,WEIRFIELD STREET,Brooklyn,11221,3394,52,CONSTRUCTION - CONTRARY/BEYOND APPROVED PLANS/PERMITS                     +,PARTIAL VACATE ORDER ISSUED                                              P
10/30/2020,2020,320,EAST 109 STREET,Manhattan,10029,1680,43,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/30/2020,2020,622,EAST 169 STREET,Bronx,10456,2615,29,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/30/2020,2020,1219,BOYNTON AVENUE,Bronx,10472,3773,68,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/30/2020,2020,146,WEST    9 STREET,Brooklyn,11231,382,19,ILLEGAL HOTEL ROOMS IN RESIDENTIAL BUILDINGS,PARTIAL VACATE ORDER ISSUED                                              P
10/30/2020,2020,31-45,84 STREET,Queens,11370,1396,40,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/30/2020,2020,227-22, 113 DRIVE,Queens,11429,11253,11,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
10/30/2020,2020,337,BEACH 43 STREET,Queens,11691,15834,51,FAILURE TO MAINTAIN,FULL VACATE ORDER ISSUED                                                 F
10/31/2020,2020,329,EAST 233 STREET,Bronx,10470,3382,1,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
10/31/2020,2020,3432,ATLANTIC AVENUE,Brooklyn,11208,4167,25,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
11/2/2020,2020,438,TURNEUR AVENUE,Bronx,10473,3512,19,DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,PARTIAL VACATE ORDER ISSUED                                              P
11/2/2020,2020,774,60 STREET,Brooklyn,11220,5785,32,ILLEGAL CONVERSION NO ACCESS FOLLOW-UP,PARTIAL VACATE ORDER ISSUED                                              P
11/2/2020,2020,143-21,222 STREET,Queens,11413,13086,3,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
11/2/2020,2020,339A,BEACH   43 STREET,Queens,11691,15834,49,FAILURE TO MAINTAIN,FULL VACATE ORDER ISSUED                                                 F
11/2/2020,2020,Mar-39,BEACH   43 STREET,Queens,11691,15834,49,FAILURE TO MAINTAIN,FULL VACATE ORDER ISSUED                                                 F
11/4/2020,2020,307,WEST 39 STREET,Manhattan,10018,763,31,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
11/4/2020,2020,9316,AVENUE N,Brooklyn,11236,8296,42,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
11/5/2020,2020,56-22,  68 STREET,Queens,11378,2394,40,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
11/5/2020,2020,146-62, 182 STREET,Queens,11413,13355,80,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
11/6/2020,2020,307,CLINTON AVENUE,Brooklyn,11205,1930,13,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
11/6/2020,2020,1406,CORTELYOU ROAD,Brooklyn,11226,5157,3,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
11/6/2020,2020,30-35,  68 STREET,Queens,11377,1117,26,ILLEGAL HOTEL ROOMS IN RESIDENTIAL BUILDINGS,FULL VACATE ORDER ISSUED                                                 F
11/6/2020,2020,100-28,197 STREET,Queens,11423,10863,20,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
11/6/2020,2020,Aug-61,WYCKOFF AVENUE,Queens,11385,3547,1,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
11/7/2020,2020,254,SKILLMAN STREET,Brooklyn,11205,1941,28,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
11/7/2020,2020,256,SKILLMAN STREET,Brooklyn,11205,1941,29,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
11/8/2020,2020,557,WEST 148 STREET,Manhattan,10031,2080,5,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
11/8/2020,2020,74,MOFFAT STREET,Brooklyn,11207,3445,14,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
11/8/2020,2020,102,GRAFTON STREET,Brooklyn,11212,3534,28,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
11/9/2020,2020,998,HALSEY STREET,Brooklyn,11207,3408,21,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
11/9/2020,2020,19,RODERICK AVENUE,Staten Island,10305,3038,20,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
11/9/2020,2020,152,BURGHER AVENUE,Staten Island,10304,3314,21,PERMIT - NONE (BUILDING/ PA/ DEMO ETC.),PARTIAL VACATE ORDER ISSUED                                              P
11/10/2020,2020,212A,EAST   26 STREET,Manhattan,10010,906,48,ADULT ESTABLISHMENT,PARTIAL VACATE ORDER ISSUED                                              P
11/10/2020,2020,267,MALCOLM X BOULEVARD,Brooklyn,11233,1672,8,SPECIAL OPERATIONS COMPLIANCE INSPECTION,FULL VACATE ORDER ISSUED                                                 F
11/11/2020,2020,226,SARATOGA AVENUE,Brooklyn,11233,1549,141,DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,PARTIAL VACATE ORDER ISSUED                                              P
11/12/2020,2020,1325,MORRIS AVENUE,Bronx,10456,2816,60,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
11/12/2020,2020,707,EAST 187 STREET,Bronx,10458,3105,61,ILLEGAL HOTEL ROOMS IN RESIDENTIAL BUILDINGS,PARTIAL VACATE ORDER ISSUED                                              P
11/12/2020,2020,115-60,227 STREET,Queens,11411,11290,1,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
11/14/2020,2020,37-27,MAIN STREET,Queens,11354,4978,1,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
11/14/2020,2020,136-15,  38 AVENUE,Queens,11354,4978,76,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
11/15/2020,2020,142-14,130 AVENUE,Queens,11436,12077,14,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
11/16/2020,2020,2582,HARDING AVENUE,Bronx,10465,5607,4,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
11/16/2020,2020,2584,HARDING AVENUE,Bronx,10465,5607,104,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
11/16/2020,2020,629,  60 STREET,Brooklyn,11220,865,74,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
11/16/2020,2020,4106,AVENUE D,Brooklyn,11203,4975,3,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
11/16/2020,2020,4110,AVENUE D,Brooklyn,11203,4975,4,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
11/16/2020,2020,104-24,REMINGTON STREET,Queens,11435,10040,11,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
11/16/2020,2020,142-14,116 AVENUE,Queens,11436,12000,7,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
11/17/2020,2020,1118,TINTON AVENUE,Bronx,10456,2671,5,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
11/17/2020,2020,1519,EAST NEW YORK AVENUE,Brooklyn,11212,1465,39,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
11/17/2020,2020,21-11,  31 STREET,Queens,11105,831,25,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
11/17/2020,2020,51-06,63 STREET,Queens,11377,2355,20,SPECIAL OPERATIONS COMPLIANCE INSPECTION,PARTIAL VACATE ORDER ISSUED                                              P
11/18/2020,2020,4278,   3 AVENUE,Bronx,10457,3061,5,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
11/18/2020,2020,1135,38 STREET,Brooklyn,11218,5291,19,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
11/18/2020,2020,30-36,42 STREET,Queens,11103,683,70,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
11/20/2020,2020,170,AVENUE O,Brooklyn,11204,6602,8,BOILER - FUMES/SMOKE/CARBON MONOXIDE,FULL VACATE ORDER ISSUED                                                 F
11/20/2020,2020,3935,HYLAN BOULEVARD,Staten Island,10308,5157,36,CONSTRUCTION ENFORCEMENT WORK ORDER (DOB),PARTIAL VACATE ORDER ISSUED                                              P
11/21/2020,2020,172,SMITH STREET,Brooklyn,11201,390,43,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
11/23/2020,2020,1746,ANTHONY AVENUE,Bronx,10457,2890,11,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
11/23/2020,2020,1748,ANTHONY AVENUE,Bronx,10457,2890,12,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
11/23/2020,2020,1750,ANTHONY AVENUE,Bronx,10457,2890,13,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
11/23/2020,2020,1756,ANTHONY AVENUE,Bronx,10457,2890,15,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
11/23/2020,2020,1758,ANTHONY AVENUE,Bronx,10457,2890,16,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
11/23/2020,2020,1760,ANTHONY AVENUE,Bronx,10457,2890,17,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
11/23/2020,2020,1761,CARTER AVENUE,Bronx,10457,2890,24,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
11/23/2020,2020,1752,ANTHONY AVENUE,Bronx,10457,2890,14,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
11/23/2020,2020,1754,ANTHONY AVENUE,Bronx,10457,2890,96,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
11/23/2020,2020,112-37,204 STREET,Queens,11412,10980,12,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
11/24/2020,2020,251,EAST 77 STREET,Manhattan,10075,1432,120,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
11/24/2020,2020,1059,GREENE AVENUE,Brooklyn,11221,3283,51,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
11/25/2020,2020,149,RIDGEWOOD AVENUE,Brooklyn,11208,3911,58,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
11/25/2020,2020,137-15, 171 STREET,Queens,11434,12577,44,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
11/29/2020,2020,2740,SEXTON PLACE,Bronx,10469,4564,29,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
11/29/2020,2020,225,LYNCH STREET,Brooklyn,11206,2234,54,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
11/30/2020,2020,164,SUYDAM STREET,Brooklyn,11221,3218,14,DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,PARTIAL VACATE ORDER ISSUED                                              P
11/30/2020,2020,292,BRADFORD STREET,Brooklyn,11207,3741,29,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
11/30/2020,2020,50,WILLIS AVENUE,Staten Island,10301,574,6,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
11/30/2020,2020,45REAR,EDGAR TERRACE,Staten Island,10301,574,57,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/1/2020,2020,196,ROEBLING STREET,Brooklyn,11211,2407,19,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/2/2020,2020,502,WESER AVENUE,Staten Island,10304,2916,14,WALL/RETAINING WALL - BULGING/CRACKED,FULL VACATE ORDER ISSUED                                                 F
12/3/2020,2020,2113,SEWARD AVENUE,Bronx,10473,3610,22,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/3/2020,2020,1605,PARK PLACE,Brooklyn,11233,1369,70,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/3/2020,2020,2547,EAST   12 STREET,Brooklyn,11235,7433,7504,DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,PARTIAL VACATE ORDER ISSUED                                              P
12/3/2020,2020,79-17,37 AVENUE,Queens,11372,1279,35,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/4/2020,2020,5305,   7 AVENUE,Brooklyn,11220,818,9,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/4/2020,2020,204-01 GAR,MURDOCK AVENUE,Queens,11412,10999,86,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/4/2020,2020,5,ELWOOD AVENUE,Staten Island,10314,2397,31,WALL/RETAINING WALL - BULGING/CRACKED,PARTIAL VACATE ORDER ISSUED                                              P
12/4/2020,2020,166,NOME AVENUE,Staten Island,10314,2397,106,CONSTRUCTION ENFORCEMENT WORK ORDER (DOB),PARTIAL VACATE ORDER ISSUED                                              P
12/7/2020,2020,430,DECATUR STREET,Brooklyn,11233,1683,4,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/7/2020,2020,37-22,30 STREET,Queens,11101,371,32,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
12/8/2020,2020,1202,HALSEY STREET,Brooklyn,11207,3411,36,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/8/2020,2020,119,OSGOOD AVENUE,Staten Island,10304,556,299,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/9/2020,2020,91-16GAR, 193 STREET,Queens,11423,10820,49,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/10/2020,2020,109-23,JAMAICA AVENUE,Queens,11418,9205,38,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/10/2020,2020,109-21,JAMAICA AVENUE,Queens,11418,9205,39,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/10/2020,2020,109-19,JAMAICA AVENUE,Queens,11418,9205,40,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/11/2020,2020,83,SHEPHERD AVENUE,Brooklyn,11208,3929,29,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/13/2020,2020,1918,PACIFIC STREET,Brooklyn,11233,1344,217,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,PARTIAL VACATE ORDER ISSUED                                              P
12/14/2020,2020,416,AVENUE M,Brooklyn,11230,6567,7,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
12/15/2020,2020,1360,UNIVERSITY AVENUE,Bronx,10452,2534,1,ILLEGAL HOTEL ROOMS IN RESIDENTIAL BUILDINGS,PARTIAL VACATE ORDER ISSUED                                              P
12/15/2020,2020,789,ELSMERE PLACE,Bronx,10460,2956,49,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/15/2020,2020,414,AVENUE M,Brooklyn,11230,6567,6,FAILURE TO MAINTAIN,PARTIAL VACATE ORDER ISSUED                                              P
12/15/2020,2020,241-13,MAYDA ROAD,Queens,11422,13547,20,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/16/2020,2020,146,MARCUS GARVEY AVENUE,Brooklyn,11206,1777,33,SPECIAL OPERATIONS COMPLIANCE INSPECTION,PARTIAL VACATE ORDER ISSUED                                              P
12/16/2020,2020,12,CLINTON AVENUE,Staten Island,10301,70,34,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/19/2020,2020,920,HERKIMER STREET,Brooklyn,11233,1713,21,ADJACENT BUILDINGS - NOT PROTECTED,PARTIAL VACATE ORDER ISSUED                                              P
12/19/2020,2020,90-31B,  48 AVENUE,Queens,11373,1847,36,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/19/2020,2020,90-31,48 AVENUE,Queens,11373,1847,37,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/21/2020,2020,156,WEST 128 STREET,Manhattan,10027,1912,155,SPECIAL OPERATIONS COMPLIANCE INSPECTION,FULL VACATE ORDER ISSUED                                                 F
12/21/2020,2020,274,ALEXANDER AVENUE,Bronx,10454,2301,4,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
12/21/2020,2020,1417,PROSPECT AVENUE,Bronx,10459,2962,40,SRO - ILLEGAL WORK/NO PERMIT/CHANGE IN OCCUP-USE                          +,PARTIAL VACATE ORDER ISSUED                                              P
12/21/2020,2020,90-28,155 STREET,Queens,11432,9753,33,EGRESS - LOCKED/BLOCKED/IMPROPER/NO SECONDARY MEANS,FULL VACATE ORDER ISSUED                                                 F
12/22/2020,2020,103-16,32 AVENUE,Queens,11369,1698,8,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/23/2020,2020,480,  84 STREET,Brooklyn,11209,6026,39,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/23/2020,2020,169-09, 105 AVENUE,Queens,11433,10226,86,ILLEGAL CONVERSION                                                        +,PARTIAL VACATE ORDER ISSUED                                              P
12/24/2020,2020,324,WEST 49 STREET,Manhattan,10019,1039,48,ADULT ESTABLISHMENT,PARTIAL VACATE ORDER ISSUED                                              P
12/24/2020,2020,3761,10 AVENUE,Manhattan,10034,2198,1,CONSTRUCTION - CONTRARY/BEYOND APPROVED PLANS/PERMITS                     +,FULL VACATE ORDER ISSUED                                                 F
12/24/2020,2020,1047,WHITE PLAINS ROAD,Bronx,10472,3732,64,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/24/2020,2020,275,METROPOLITAN AVENUE,Brooklyn,11211,2353,29,ENFORCEMENT WORK ORDER (DOB),FULL VACATE ORDER ISSUED                                                 F
12/24/2020,2020,273,METROPOLITAN AVENUE,Brooklyn,11211,2353,30,ENFORCEMENT WORK ORDER (DOB),FULL VACATE ORDER ISSUED                                                 F
12/24/2020,2020,277,METROPOLITAN AVENUE,Brooklyn,11211,2353,28,ENFORCEMENT WORK ORDER (DOB),FULL VACATE ORDER ISSUED                                                 F
12/26/2020,2020,1402,AVENUE X,Brooklyn,11235,7416,1,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/28/2020,2020,2292,AMSTERDAM AVENUE,Manhattan,10033,2130,46,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
12/28/2020,2020,1260,MANOR AVENUE,Bronx,10472,3776,35,DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,PARTIAL VACATE ORDER ISSUED                                              P
12/28/2020,2020,1255,STRATFORD AVENUE,Bronx,10472,3776,50,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
12/29/2020,2020,1258,MANOR AVENUE,Bronx,10472,3776,34,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
12/29/2020,2020,89-17,188 STREET,Queens,11423,10450,10,FAILURE TO MAINTAIN,FULL VACATE ORDER ISSUED                                                 F
12/29/2020,2020,24-16,  32 STREET,Queens,11102,837,55,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
12/29/2020,2020,24-20,  32 STREET,Queens,11102,837,58,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,PARTIAL VACATE ORDER ISSUED                                              P
12/30/2020,2020,1652,UNIVERSITY AVENUE,Bronx,10453,2876,91,CONSTRUCTION ENFORCEMENT WORK ORDER (DOB),PARTIAL VACATE ORDER ISSUED                                              P
12/31/2020,2020,300,ETNA STREET,Brooklyn,11208,4119,54,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
12/31/2020,2020,1856,EAST 38 STREET,Brooklyn,11234,8481,76,BUILDING SHAKING/VIBRATING/STRUCT STABILITY AFFECTED,FULL VACATE ORDER ISSUED                                                 F
